id|course_id|grade
246|9|10.75
246|9|12.75
246|9|9.5
246|5|7.5
246|5|6
246|5|9
246|10|7.5
246|10|9
246|10|12
246|10|10
246|10|11.5
246|10|6.5
246|10|10.5
246|10|9.5
246|10|12
246|6|11.7
246|6|11.3
246|6|16.3
246|6|12
246|6|11.3
246|6|15
246|6|14.3
246|1|10
246|1|7.5
246|1|12.5
246|1|8.5
246|2|8
246|2|10
246|2|10
246|2|11
246|2|11
246|2|14
246|2|14
246|2|14
246|2|12
246|2|13
264|8|9
264|8|7
264|8|6.5
264|8|5.5
264|8|7
264|8|9.5
264|8|13
264|8|6.5
264|8|10
264|4|18.3
264|4|14.9
264|4|14.4
264|4|17
264|3|13
264|3|8
264|3|9.5
264|3|9.5
264|3|10
264|3|9
264|7|7.5
264|7|5
264|7|6
264|7|5.5
264|7|9.5
264|7|6
264|7|3.5
264|7|6.5
264|9|11.75
264|9|12.5
264|9|10.5
264|9|11
264|9|13.25
264|9|12.75
264|9|9.75
264|9|10.5
264|9|8.25
264|5|10
264|5|8
264|5|7.5
264|5|9.5
264|10|8
264|10|7
264|10|9.5
264|10|8.5
264|10|8.5
264|10|9.5
264|10|8.5
264|10|_
264|10|8
264|6|16.2
264|6|11.4
264|6|11.3
264|6|19.2
264|6|16.3
264|6|16.7
264|1|13
264|1|7.5
264|1|15
264|1|10
264|2|14
264|2|11
264|2|16
264|2|12
264|2|13
264|2|12
264|2|15
264|2|13
264|2|14
307|8|4
307|8|7
307|8|12
307|8|7
307|8|6.5
307|8|5
307|8|9
307|8|7.5
307|8|11.5
307|4|17.1
307|4|3.7
307|4|15
307|4|14.7
307|3|10.5
307|3|9.5
307|3|13
307|3|15
307|3|15
307|3|8.5
307|7|7
307|7|10
307|7|8
307|7|2.5
307|7|7
307|7|9
307|7|6.5
307|7|7.5
307|9|9.75
307|9|12.25
307|9|14.25
307|9|11
307|9|12.25
307|9|14.25
307|9|14.75
307|9|13
307|9|13.5
307|5|8.5
307|5|8.5
307|5|10
307|5|7.5
307|10|7.5
307|10|13.5
307|10|8
307|10|8.5
307|10|9.5
307|10|10
307|10|9
307|10|11.5
307|10|7.5
307|6|11.1
307|6|12.5
307|6|15.3
307|6|10.3
307|6|11.6
307|6|12.2
307|6|13.4
307|1|5.5
307|1|8.5
307|1|14
307|1|11
307|2|12
307|2|16
307|2|17
307|2|11
307|2|9
307|2|15
307|2|13
307|2|11
307|2|13
307|2|13
327|8|6
327|8|6
327|8|9.5
327|8|8.5
327|8|6.5
327|8|9
327|8|9
327|8|6
327|8|9
327|4|8.8
327|4|7.9
327|4|12.2
327|4|12.1
327|3|10.5
327|3|16.5
327|3|17
327|3|15
327|3|15
327|3|14
327|7|6.5
327|7|5.5
327|7|5
327|7|0.5
327|7|4
327|7|6.5
327|7|9
327|7|9.5
327|9|9
327|9|15.75
327|9|15
327|9|9.75
327|9|12.5
327|9|9.75
327|9|13.5
327|9|11
327|9|11.25
327|5|9
327|5|9
327|5|6
327|5|8
327|10|12.5
327|10|10.5
327|10|9.5
327|10|11
327|10|10
327|10|12.5
327|10|9.5
327|10|10
327|10|11
327|6|15.8
327|6|9.5
327|6|14.1
327|6|16.4
327|6|10.2
327|6|11.8
327|6|12
327|1|11
327|1|13
327|1|7.5
327|1|9
327|2|11
327|2|10
327|2|11
327|2|14
327|2|13
327|2|11
327|2|13
327|2|13
327|2|16
327|2|12
328|8|7
328|8|8.5
328|8|6.5
328|8|8.5
328|8|6
328|8|6.5
328|8|10
328|4|12.2
328|4|15.5
328|4|14
328|4|13.6
328|3|11
328|3|15.5
328|3|10
328|3|14.5
328|3|11
328|7|7.5
328|7|5
328|7|6.5
328|7|10.5
328|7|6
328|7|2
328|7|10
328|7|8
328|9|6.5
328|9|11.5
328|9|17.25
328|9|14.5
328|9|11.5
328|9|13.25
328|9|15
328|9|8.75
328|9|12
328|5|8.5
328|5|6.5
328|5|7.5
328|5|7
328|10|7
328|10|11.5
328|10|8
328|10|11.5
328|10|13
328|10|9.5
328|10|11
328|10|9
328|10|8
328|6|15.6
328|6|9
328|6|7.8
328|6|10
328|6|14
328|6|14.1
328|6|15.8
328|1|11
328|1|11
328|1|11.5
328|1|12
328|2|16
328|2|11
328|2|12
328|2|11
328|2|14
328|2|15
328|2|15
328|2|9
328|2|12
328|2|12
340|8|6.5
340|8|5
340|8|8
340|8|10
340|8|6
340|8|9.5
340|8|6.5
340|8|7
340|4|13.7
340|4|8.9
340|4|13.9
340|4|13.3
340|3|11.5
340|3|15.5
340|3|12.5
340|3|13.5
340|3|15
340|3|11.5
340|7|9.5
340|7|10.5
340|7|6
340|7|10.5
340|7|8.5
340|7|6
340|7|4
340|7|8.5
340|9|13.75
340|9|12.75
340|9|10.5
340|9|9
340|9|13.75
340|9|12.5
340|9|13.5
340|9|9.5
340|9|12.75
340|5|8.5
340|5|9
340|5|10
340|5|7.5
340|10|8
340|10|11
340|10|9
340|10|12.5
340|10|8.5
340|10|8.5
340|10|10
340|10|11
340|10|8.5
340|6|13.8
340|6|10.3
340|6|18.7
340|6|11.3
340|6|11.6
340|6|18
340|1|10
340|1|11.5
340|1|11
340|1|11
340|2|12
340|2|12
340|2|14
340|2|13
340|2|12
340|2|13
340|2|11
340|2|14
340|2|10
340|2|14
342|8|8
342|8|6
342|8|10
342|8|7.5
342|8|6
342|8|7
342|8|6
342|8|10.5
342|8|6
342|4|10.8
342|4|9.1
342|4|13.8
342|4|16
342|3|13
342|3|19.5
342|3|16
342|3|9
342|3|14
342|7|10
342|7|10.5
342|7|3.5
342|7|7.5
342|7|5.5
342|7|5.5
342|7|5
342|7|5.5
342|9|12.75
342|9|14
342|9|12
342|9|13
342|9|13.5
342|9|12
342|9|10
342|9|10.75
342|9|12.5
342|5|7
342|5|8.5
342|5|7.5
342|5|7
342|10|5
342|10|9.5
342|10|10.5
342|10|10
342|10|8.5
342|10|10
342|10|12.5
342|10|9.5
342|10|8.5
342|6|10
342|6|12.1
342|6|14
342|6|11.7
342|6|13.6
342|6|16.1
342|6|15.6
342|1|12
342|1|9.5
342|1|10.5
342|1|12
342|2|12
342|2|15
342|2|13
342|2|16
342|2|10
342|2|9
342|2|13
342|2|11
342|2|10
342|2|9
350|8|5
350|8|6
350|8|2.5
350|8|12.5
350|8|5.5
350|8|3.5
350|8|5.5
350|8|7
350|4|16
350|4|18
350|4|10.9
350|3|9
350|3|2
350|3|12.5
350|3|16.5
350|3|13.5
350|3|9.5
350|7|5
350|7|4.5
350|7|10
350|7|5.5
350|7|5
350|7|7
350|7|7.5
350|7|5.5
350|9|9.5
350|9|14.25
350|9|11
350|9|8.75
350|9|8.25
350|9|11
350|9|12.25
350|9|9
350|9|11.5
350|5|8.5
350|5|8.5
350|5|6.5
350|5|8
350|10|9.5
350|10|8.5
350|10|9
350|10|9.5
350|10|9
350|10|9.5
350|10|10
350|10|7.5
350|6|_
350|6|10.4
350|6|8.5
350|6|6.2
350|6|14.2
350|6|9.5
350|6|10
350|1|10.5
350|1|8.5
350|1|9.5
350|1|11.5
350|2|17
350|2|8
350|2|11
350|2|15
350|2|11
350|2|12
350|2|15
350|2|12
350|2|10
350|2|7
367|8|8.5
367|8|9
367|8|4.5
367|8|_
367|8|6
367|8|10
367|8|4.5
367|8|5.5
367|4|17.3
367|4|8.2
367|4|15.4
367|4|_
367|3|6
367|3|9
367|3|12.5
367|3|8.5
367|3|10
367|3|14.5
367|7|9
367|7|8
367|7|6
367|7|2.5
367|7|3
367|7|7
367|7|9
367|7|9
367|9|11.75
367|9|14.5
367|9|13.25
367|9|7.25
367|9|13
367|9|11.5
367|9|6.75
367|9|11.5
367|9|11
367|5|9
367|5|8
367|5|7.5
367|5|8.5
367|10|9.5
367|10|8.5
367|10|11.5
367|10|13
367|10|9.5
367|10|8
367|10|11
367|10|9.5
367|10|11
367|6|12.5
367|6|10.5
367|6|16.6
367|6|13.3
367|6|14.3
367|6|13
367|6|16.5
367|1|11
367|1|7
367|1|8.5
367|1|10
367|2|11
367|2|15
367|2|13
367|2|11
367|2|13
367|2|9
367|2|12
367|2|12
367|2|16
367|2|14
384|8|7.5
384|8|8.5
384|8|9
384|8|8.5
384|8|11.5
384|8|6
384|8|8.5
384|8|11.5
384|8|5.5
384|4|8.5
384|4|6.4
384|4|12.4
384|3|9
384|3|13.5
384|3|10
384|3|18
384|3|10
384|3|15
384|7|7.5
384|7|7.5
384|7|10
384|7|6
384|7|6.5
384|7|5
384|7|12.5
384|7|3
384|9|9
384|9|12
384|9|11.5
384|9|12.25
384|9|13
384|9|16.75
384|9|13.75
384|9|13.5
384|9|11.5
384|5|7.5
384|5|8.5
384|5|9
384|5|9.5
384|10|10.5
384|10|12
384|10|9.5
384|10|7
384|10|9.5
384|10|6.5
384|10|8
384|10|10.5
384|10|11
384|6|11.9
384|6|12.8
384|6|16.7
384|6|19
384|6|15.3
384|6|13.4
384|6|16.3
384|1|9
384|1|13.5
384|1|10.5
384|1|12
384|2|13
384|2|13
384|2|10
384|2|14
384|2|15
384|2|15
384|2|12
384|2|13
384|2|18
384|2|11
389|8|5.5
389|8|9.5
389|8|8.5
389|8|9
389|8|6
389|8|8
389|8|8.5
389|8|4
389|8|11.5
389|4|17.3
389|4|11.6
389|4|10.8
389|4|14.4
389|3|15
389|3|15.5
389|3|12.5
389|3|15.5
389|3|_
389|3|8.5
389|7|7
389|7|3
389|7|6.5
389|7|5
389|7|10
389|7|7
389|7|6.5
389|7|3
389|9|13.25
389|9|9.75
389|9|14
389|9|9.5
389|9|12.25
389|9|11.5
389|9|9.5
389|9|14.25
389|9|9
389|5|7.5
389|5|7
389|5|8
389|5|8.5
389|10|11.5
389|10|8
389|10|9
389|10|9
389|10|12
389|10|8.5
389|10|10.5
389|10|9.5
389|10|8.5
389|6|13.7
389|6|15.5
389|6|12.4
389|6|11
389|6|13.2
389|6|9.5
389|6|13.4
389|1|9.5
389|1|8.5
389|1|14.5
389|1|5.5
389|2|11
389|2|11
389|2|13
389|2|11
389|2|10
389|2|16
389|2|11
389|2|13
389|2|16
389|2|13
391|8|9
391|8|6
391|8|6.5
391|8|9
391|8|8.5
391|8|7.5
391|8|8.5
391|8|5
391|4|16.4
391|4|14.3
391|4|7.2
391|4|11.2
391|3|12.5
391|3|20
391|3|11.5
391|3|13.5
391|3|10
391|3|12
391|7|7
391|7|8.5
391|7|9
391|7|7
391|7|6.5
391|7|4
391|7|9.5
391|7|5
391|9|13
391|9|13.5
391|9|14
391|9|10.5
391|9|12.25
391|9|10.75
391|9|12
391|9|11.5
391|5|8
391|5|8
391|5|7.5
391|5|9.5
391|10|9
391|10|8.5
391|10|10.5
391|10|9.5
391|10|10.5
391|10|9.5
391|10|7.5
391|10|8.5
391|6|11.7
391|6|14.8
391|6|10.8
391|6|17.4
391|6|14.7
391|6|14.3
391|6|12.3
391|1|_
391|1|9.5
391|1|9
391|1|13.5
391|2|13
391|2|10
391|2|11
391|2|13
391|2|13
391|2|13
391|2|11
391|2|11
391|2|14
394|8|12
394|8|8.5
394|8|7.5
394|8|10.5
394|8|4.5
394|8|9.5
394|8|7.5
394|8|11.5
394|8|9.5
394|4|13.8
394|4|1.6
394|4|13
394|3|9
394|3|10
394|3|18.5
394|3|12.5
394|3|7.5
394|3|10
394|7|9
394|7|2.5
394|7|6.5
394|7|6
394|7|10
394|7|9.5
394|7|6
394|7|7
394|9|11.5
394|9|13.5
394|9|10.75
394|9|9.25
394|9|10.5
394|9|7
394|9|13.75
394|9|11.25
394|5|10.5
394|5|8.5
394|5|8.5
394|5|_
394|10|8.5
394|10|7
394|10|8
394|10|7
394|10|10.5
394|10|10
394|10|9
394|10|8
394|10|9
394|6|14.3
394|6|19.1
394|6|8.2
394|6|16.1
394|6|17.7
394|6|11.9
394|6|13
394|1|6.5
394|1|11
394|1|10.5
394|1|7
394|2|9
394|2|14
394|2|16
394|2|16
394|2|10
394|2|18
394|2|14
394|2|12
394|2|13
405|8|9.5
405|8|8
405|8|6.5
405|8|7.5
405|8|6.5
405|8|9
405|8|10
405|8|6.5
405|8|5
405|4|17.3
405|4|8.1
405|4|10
405|4|10
405|3|12
405|3|8
405|3|15.5
405|3|13
405|3|11.5
405|3|13.5
405|7|5.5
405|7|4.5
405|7|3.5
405|7|2
405|7|11
405|7|9
405|7|0
405|9|8.75
405|9|12.5
405|9|9.75
405|9|11.5
405|9|12.25
405|9|17.75
405|9|9.5
405|9|11.25
405|9|12.5
405|5|9.5
405|5|8.5
405|5|9
405|10|11.5
405|10|9
405|10|10
405|10|10.5
405|10|6
405|10|9.5
405|10|9
405|6|12.9
405|6|13.4
405|6|13.6
405|6|13.6
405|6|20
405|6|11.8
405|6|13.8
405|1|8
405|1|7
405|1|10.5
405|1|11
405|2|13
405|2|9
405|2|14
405|2|13
405|2|12
405|2|14
405|2|14
405|2|13
405|2|15
426|8|8
426|8|5.5
426|8|4.5
426|8|9
426|8|10
426|8|10
426|8|8
426|8|5.5
426|8|5
426|4|9.4
426|4|10.4
426|4|4.9
426|4|6.5
426|3|13
426|3|13.5
426|3|14.5
426|3|10.5
426|3|11.5
426|7|4.5
426|7|9.5
426|7|6
426|7|9.5
426|7|9
426|7|8
426|7|9
426|7|3.5
426|9|11.25
426|9|10
426|9|9.5
426|9|8.25
426|9|14.25
426|9|9.25
426|9|9
426|9|13
426|9|11.75
426|5|8.5
426|5|9.5
426|5|9.5
426|5|7.5
426|10|8.5
426|10|10.5
426|10|12
426|10|9.5
426|10|10
426|10|7.5
426|10|9
426|10|9.5
426|10|11
426|6|13.4
426|6|15.4
426|6|16.6
426|6|15.5
426|6|14.1
426|6|9.8
426|1|11.5
426|1|9.5
426|1|8.5
426|1|9
426|2|14
426|2|14
426|2|11
426|2|14
426|2|13
426|2|13
426|2|14
426|2|12
426|2|11
426|2|13
482|8|7.5
482|8|7
482|8|6
482|8|7.5
482|8|5.5
482|8|6
482|8|3.5
482|8|5.5
482|8|8.5
482|4|12.6
482|4|10.7
482|4|9.5
482|4|11.5
482|3|7.5
482|3|11
482|3|11.5
482|3|16.5
482|3|10.5
482|3|14
482|7|8.5
482|7|9
482|7|6.5
482|7|11
482|7|9.5
482|7|4
482|7|6.5
482|7|10.5
482|9|8.25
482|9|7.5
482|9|10.25
482|9|9.75
482|9|10.5
482|9|11.5
482|9|9.5
482|9|13.25
482|9|11
482|5|9.5
482|5|7.5
482|5|7.5
482|5|8.5
482|10|9
482|10|8
482|10|8
482|10|6
482|10|11.5
482|10|8.5
482|10|12.5
482|10|9
482|10|9
482|6|5.3
482|6|11.4
482|6|13.5
482|6|13.4
482|6|13.6
482|6|11
482|6|14.8
482|1|13
482|1|10
482|1|10.5
482|1|11.5
482|2|12
482|2|11
482|2|14
482|2|12
482|2|16
482|2|16
482|2|12
482|2|6
482|2|12
482|2|11
483|8|10
483|8|7.5
483|8|7
483|8|9
483|8|8
483|8|9.5
483|8|6.5
483|8|8.5
483|8|10
483|4|13.7
483|4|14.7
483|4|17
483|4|9.8
483|3|7.5
483|3|15
483|3|13
483|3|13
483|3|10
483|3|11.5
483|7|8
483|7|8.5
483|7|12.5
483|7|1.5
483|7|9.5
483|7|7.5
483|7|5.5
483|7|10
483|9|10
483|9|9.25
483|9|11.75
483|9|12
483|9|15.75
483|9|10.25
483|9|10.25
483|9|9.25
483|5|9
483|5|9
483|5|9
483|5|9
483|10|9
483|10|8.5
483|10|8.5
483|10|8.5
483|10|8
483|10|8
483|10|9
483|10|8
483|10|7.5
483|6|18.1
483|6|15.2
483|6|20
483|6|18.3
483|6|14
483|6|16.1
483|6|14
483|1|9
483|1|13.5
483|1|13.5
483|1|11.5
483|2|15
483|2|12
483|2|13
483|2|15
483|2|16
483|2|10
483|2|12
483|2|13
483|2|16
483|2|13
516|8|8
516|8|8.5
516|8|_
516|8|8.5
516|8|7.5
516|8|9.5
516|8|8
516|8|6
516|8|7.5
516|4|17.5
516|4|11.8
516|4|9.3
516|4|11.2
516|3|13
516|3|7
516|3|11
516|3|11
516|3|14
516|3|9.5
516|7|12.5
516|7|9
516|7|4.5
516|7|6.5
516|7|2
516|7|10
516|7|12
516|7|4
516|9|8.5
516|9|11.25
516|9|9.75
516|9|8.75
516|9|7.5
516|9|7
516|9|13.5
516|9|9.75
516|5|8.5
516|5|8.5
516|5|9.5
516|5|7.5
516|10|6.5
516|10|7.5
516|10|10.5
516|10|9
516|10|10.5
516|10|6
516|10|9
516|10|10
516|10|7
516|6|16.9
516|6|17.1
516|6|10.6
516|6|9.9
516|6|11.3
516|6|11.9
516|6|14.3
516|1|11.5
516|1|13
516|1|10
516|1|13.5
516|2|12
516|2|12
516|2|14
516|2|11
516|2|11
516|2|13
516|2|13
516|2|15
516|2|16
516|2|14
526|8|8
526|8|8.5
526|8|7.5
526|8|6
526|8|6.5
526|8|8.5
526|8|5
526|8|9
526|8|5.5
526|4|12
526|4|10.5
526|4|10.2
526|4|14.6
526|3|10.5
526|3|12
526|3|15.5
526|3|17
526|7|11.5
526|7|12
526|7|8
526|7|4.5
526|7|7.5
526|7|7.5
526|7|6.5
526|7|18.5
526|9|10
526|9|8.5
526|9|9.5
526|9|10.75
526|9|8.75
526|9|12.5
526|9|13.25
526|9|7.75
526|9|12
526|5|10
526|5|7.5
526|5|7
526|5|8.5
526|10|8.5
526|10|8.5
526|10|7
526|10|8.5
526|10|11
526|10|8.5
526|10|10
526|10|8
526|10|12.5
526|6|10.6
526|6|11.7
526|6|15.2
526|6|16.4
526|6|16.2
526|6|11.8
526|6|10.7
526|1|14
526|1|9.5
526|1|11
526|1|4.5
526|2|10
526|2|10
526|2|16
526|2|12
526|2|15
526|2|10
526|2|10
526|2|15
526|2|12
526|2|14
535|8|6.5
535|8|6
535|8|8
535|8|7.5
535|8|5
535|8|8.5
535|8|9
535|8|9
535|8|9
535|4|9.7
535|4|11.8
535|4|13.1
535|3|10
535|3|12
535|3|8
535|3|9.5
535|3|10
535|3|12
535|7|9.5
535|7|11.5
535|7|10.5
535|7|11.5
535|7|9
535|7|11.5
535|7|7.5
535|7|4.5
535|9|14.5
535|9|11
535|9|11.75
535|9|13.75
535|9|11.75
535|9|14.25
535|9|12.25
535|9|_
535|9|9
535|5|9
535|5|10.5
535|5|9
535|10|8
535|10|8.5
535|10|9
535|10|8.5
535|10|10
535|10|9.5
535|10|7.5
535|10|7.5
535|10|11
535|6|16.8
535|6|12.7
535|6|9.5
535|6|11.4
535|6|16
535|6|18.4
535|6|10.4
535|1|13
535|1|5.5
535|1|14.5
535|1|13
535|2|10
535|2|12
535|2|15
535|2|15
535|2|11
535|2|15
535|2|14
535|2|14
535|2|12
535|2|13
539|8|7.5
539|8|6.5
539|8|4
539|8|7.5
539|8|8
